Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Albert Park,13/52 Moubray St,1,u,442500,S,Marshall,2017-02-25T00:00:00Z,3.3,3206,1,1,0,0,1970,Port Phillip,Southern Metropolitan,3280
Albert Park,115 Page St,4,h,4735000,S,Marshall,2017-02-25T00:00:00Z,3.3,3206,4,2,1,330,1910,Port Phillip,Southern Metropolitan,3280
Albert Park,32 Page St,2,h,1340000,S,Greg,2017-02-25T00:00:00Z,3.3,3206,2,1,0,136,1907,Port Phillip,Southern Metropolitan,3280
Albert Park,34 Richardson St,3,h,1801000,S,hockingstuart,2017-02-25T00:00:00Z,3.3,3206,3,1,1,202,1911,Port Phillip,Southern Metropolitan,3280
Albert Park,2b Dundas Pl,3,h,1532000,S,Chisholm,2016-07-26T00:00:00Z,3.3,3206,3,3,1,0,1911,Port Phillip,Southern Metropolitan,3280
Albert Park,22 Greig St,3,h,3755000,S,Greg,2016-07-26T00:00:00Z,3.3,3206,3,2,2,325,1911,Port Phillip,Southern Metropolitan,3280
Albert Park,27 Barrett St,4,h,2140000,S,Greg,2016-06-27T00:00:00Z,3.3,3206,3,2,1,183,1880,Port Phillip,Southern Metropolitan,3280
Albert Park,3 Faussett St,2,u,1810000,PI,Marshall,2016-06-27T00:00:00Z,3.3,3206,2,1,1,179,1907,Port Phillip,Southern Metropolitan,3280
Albert Park,44 Greig St,2,h,1750000,S,Marshall,2016-11-27T00:00:00Z,3.3,3206,2,1,1,162,1907,Port Phillip,Southern Metropolitan,3280
Albert Park,6 Brooke St,2,h,980000,S,Greg,2016-05-28T00:00:00Z,3.3,3206,2,1,0,79,1890,Port Phillip,Southern Metropolitan,3280
Albert Park,7 Herbert Pl,2,h,1562333,SP,Marshall,2016-05-28T00:00:00Z,3.3,3206,2,1,0,99,1900,Port Phillip,Southern Metropolitan,3280
Albert Park,8 Kerferd Pl,4,h,2969375,SP,Marshall,2016-05-28T00:00:00Z,3.3,3206,4,2,0,230,1900,Port Phillip,Southern Metropolitan,3280
Albert Park,5 Reed St,3,h,2090778,SN,Greg,2016-05-28T00:00:00Z,3.3,3206,3,2,1,141,1911,Port Phillip,Southern Metropolitan,3280
Albert Park,227a Danks St,3,h,2030000,S,hockingstuart,2016-08-28T00:00:00Z,3.3,3206,3,2,0,152,1911,Port Phillip,Southern Metropolitan,3280
Albert Park,17 Reed St,3,h,1740000,PI,Marshall,2016-08-28T00:00:00Z,3.3,3206,3,2,2,147,1890,Port Phillip,Southern Metropolitan,3280
Albert Park,74 Bridport St,3,h,2800000,VB,Buxton,2016-07-30T00:00:00Z,3.3,3206,3,3,1,0,1911,Port Phillip,Southern Metropolitan,3280
Albert Park,9 Durham St,1,h,985000,S,Marshall,2016-07-30T00:00:00Z,3.3,3206,1,1,0,81,1900,Port Phillip,Southern Metropolitan,3280
Alphington,30 Austin St,3,h,1337591,SN,McGrath,2016-09-03T00:00:00Z,6.4,3078,3,2,1,174,2003,Darebin,Northern Metropolitan,2211
Alphington,6 Smith St,4,h,2000000,S,Brace,2016-09-03T00:00:00Z,6.4,3078,3,2,4,853,1930,Darebin,Northern Metropolitan,2211
Alphington,5/6 Yarralea St,3,h,1110000,S,Jellis,2016-09-03T00:00:00Z,6.4,3078,3,2,2,208,2013,Yarra,Northern Metropolitan,2211
Alphington,136A Fulham Rd,3,h,1492000,S,Jellis,2017-03-04T00:00:00Z,6.4,3078,3,2,2,411,1990,Darebin,Northern Metropolitan,2211
Alphington,1/9 Roemer Cr,2,u,480000,PI,Miles,2016-05-07T00:00:00Z,6.4,3078,2,1,1,71,1972,Darebin,Northern Metropolitan,2211
Alphington,4 Tuckett St,3,h,1337591,S,Jellis,2016-05-07T00:00:00Z,6.4,3078,3,1,3,922,1990,Darebin,Northern Metropolitan,2211
Alphington,2/21 Fulham Rd,3,t,1304000,SP,Holland,2016-10-08T00:00:00Z,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan,2211
Alphington,44 Shiers St,4,h,1717500,S,Collins,2016-10-08T00:00:00Z,6.4,3078,4,2,1,599,1925,Darebin,Northern Metropolitan,2211
Alphington,83 Fulham Rd,5,h,2840000,S,Nelson,2016-06-12T00:00:00Z,6.4,3078,5,4,4,809,1910,Darebin,Northern Metropolitan,2211
Alphington,29 Alphington St,5,h,2840000,S,Collins,2016-11-12T00:00:00Z,6.4,3078,5,3,4,743,1915,Yarra,Northern Metropolitan,2211
Alphington,3/19 Harker St,2,u,525500,S,Miles,2016-11-12T00:00:00Z,6.4,3078,2,1,1,88,1960,Darebin,Northern Metropolitan,2211
Alphington,4/2 Miller St,2,t,805000,S,Miles,2016-11-12T00:00:00Z,6.4,3078,2,2,3,155,2004,Darebin,Northern Metropolitan,2211
Alphington,2/5 Yarana Rd,2,u,465000,S,McGrath,2016-11-12T00:00:00Z,6.4,3078,2,1,1,0,1972,Darebin,Northern Metropolitan,2211
Alphington,4/5 Chandler Hwy,4,t,2022292,PN,Nelson,2016-08-13T00:00:00Z,6.4,3078,4,2,2,618,1947,Darebin,Northern Metropolitan,2211
Alphington,69 Lucerne Cr,3,h,1480000,S,Nelson,2016-08-13T00:00:00Z,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan,2211
Alphington,815 Heidelberg Rd,3,h,2000000,PI,hockingstuart,2016-10-15T00:00:00Z,6.4,3078,3,3,2,686,1990,Darebin,Northern Metropolitan,2211
Alphington,44 Naroon Rd,3,h,1540000,S,Nelson,2016-04-16T00:00:00Z,6.4,3078,3,1,2,592,1990,Darebin,Northern Metropolitan,2211
Alphington,11 Tower Av,4,h,2022292,S,Jellis,2016-04-16T00:00:00Z,6.4,3078,4,2,2,618,1947,Darebin,Northern Metropolitan,2211
Alphington,1/17 Rex Av,2,u,590000,PI,Nelson,2016-09-17T00:00:00Z,6.4,3078,2,1,1,71,1972,Darebin,Northern Metropolitan,2211
Alphington,3/98 Grange Rd,2,u,820000,S,Nelson,2017-03-18T00:00:00Z,6.4,3078,2,1,1,183,1972,Darebin,Northern Metropolitan,2211
Alphington,10 Bennett St,4,h,1830000,S,Nelson,2016-11-19T00:00:00Z,6.4,3078,4,2,2,606,1970,Darebin,Northern Metropolitan,2211
Alphington,38 Bennett St,4,h,2100000,S,Nelson,2016-11-19T00:00:00Z,6.4,3078,4,2,2,575,2008,Darebin,Northern Metropolitan,2211
Alphington,2c Hamilton St,3,h,865000,SP,hockingstuart,2016-05-22T00:00:00Z,6.4,3078,3,1,1,180,2010,Darebin,Northern Metropolitan,2211
Alphington,5/5 Yarana Rd,2,u,390000,VB,Nelson,2016-05-22T00:00:00Z,6.4,3078,2,1,1,0,1960,Darebin,Northern Metropolitan,2211
Alphington,1/14 Fulham Rd,2,u,512000,S,Love,2017-02-25T00:00:00Z,6.4,3078,2,1,1,0,1965,Darebin,Northern Metropolitan,2211
Alphington,17 Lowther St,3,h,1361000,S,Collins,2017-02-25T00:00:00Z,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan,2211
Alphington,29 Naroon Rd,4,h,2022292,SP,Jellis,2017-02-25T00:00:00Z,6.4,3078,4,2,2,597,1947,Darebin,Northern Metropolitan,2211
Alphington,13a Fulham Rd,3,h,1310000,S,Jellis,2016-07-26T00:00:00Z,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan,2211
Alphington,32/23 Coate Av,3,h,570000,VB,Thomas,2016-06-27T00:00:00Z,6.4,3078,3,1,2,524,1990,Darebin,Northern Metropolitan,2211
Alphington,22 Lowther St,3,h,1165000,S,Barry,2016-06-27T00:00:00Z,6.4,3078,3,1,2,979,1990,Yarra,Northern Metropolitan,2211
Alphington,6/11 Broomfield Av,2,u,530000,S,Jellis,2016-11-27T00:00:00Z,6.4,3078,2,1,1,71,1972,Darebin,Northern Metropolitan,2211
Alphington,11 Margaret Gr,4,h,1900000,SP,McGrath,2016-11-27T00:00:00Z,6.4,3078,4,2,2,556,1930,Yarra,Northern Metropolitan,2211
Alphington,21 Como St,5,h,2840000,SN,Nelson,2016-08-28T00:00:00Z,6.4,3078,5,2,2,552,1916,Yarra,Northern Metropolitan,2211
Alphington,6 Naroon Rd,3,h,1485000,SP,McGrath,2016-08-28T00:00:00Z,6.4,3078,3,0,0,597,1990,Darebin,Northern Metropolitan,2211
Alphington,42 Shiers St,4,h,1950000,S,Jellis,2016-07-30T00:00:00Z,6.4,3078,4,2,3,589,1920,Darebin,Northern Metropolitan,2211
Altona,158 Queen St,3,h,520000,VB,Greg,2016-09-03T00:00:00Z,13.8,3018,3,2,1,352,2015,Hobsons Bay,Western Metropolitan,5301
Altona,59 Bracken Gr,5,h,1525000,S,Greg,2016-12-03T00:00:00Z,13.8,3018,5,3,3,729,2005,Hobsons Bay,Western Metropolitan,5301
Altona,1/123 Blyth St,2,t,720000,S,hockingstuart,2016-02-04T00:00:00Z,13.8,3018,2,1,2,292,2013,Hobsons Bay,Western Metropolitan,5301
Altona,4 Blyth St,3,h,1120000,S,Barlow,2017-03-04T00:00:00Z,13.8,3018,3,1,2,506,1930,Hobsons Bay,Western Metropolitan,5301
Altona,20 Linnet St,4,h,780000,PI,Sweeney,2016-06-04T00:00:00Z,13.8,3018,4,1,4,655,1975,Hobsons Bay,Western Metropolitan,5301
Altona,29 Rose St,4,h,1780000,SP,Greg,2016-06-04T00:00:00Z,13.8,3018,4,3,6,1057,1962,Hobsons Bay,Western Metropolitan,5301
Altona,1/170 Blyth St,3,u,630000,S,Barlow,2016-08-06T00:00:00Z,13.8,3018,2,1,2,311,1955,Hobsons Bay,Western Metropolitan,5301
Altona,5/35 Grieve Pde,2,u,406000,SP,hockingstuart,2016-08-06T00:00:00Z,13.8,3018,2,1,1,65,1988,Hobsons Bay,Western Metropolitan,5301
Altona,156 Maidstone St,3,h,660000,VB,Greg,2016-05-07T00:00:00Z,13.8,3018,3,1,1,602,1955,Hobsons Bay,Western Metropolitan,5301
Altona,11 Keeshan Ct,3,h,683500,S,Greg,2016-11-07T00:00:00Z,13.8,3018,3,1,1,530,1982,Hobsons Bay,Western Metropolitan,5301
Altona,1/4 Deavey Ct,2,u,540000,VB,hockingstuart,2016-10-08T00:00:00Z,13.8,3018,2,1,1,204,1988,Hobsons Bay,Western Metropolitan,5301
Altona,1/136 Queen St,2,u,580000,S,Barlow,2016-10-08T00:00:00Z,13.8,3018,2,1,1,225,1988,Hobsons Bay,Western Metropolitan,5301
Altona,173 Queen St,3,h,1335000,S,hockingstuart,2016-10-08T00:00:00Z,13.8,3018,3,1,4,777,1953,Hobsons Bay,Western Metropolitan,5301
Altona,1/265 Queen St,3,t,800000,SP,hockingstuart,2016-10-08T00:00:00Z,13.8,3018,3,2,2,280,1997,Hobsons Bay,Western Metropolitan,5301
Altona,3/26 Grieve Pde,2,u,510000,S,Village,2016-09-10T00:00:00Z,13.8,3018,2,1,1,127,1990,Hobsons Bay,Western Metropolitan,5301
Altona,261 Queen St,4,h,1070000,S,Barlow,2016-09-10T00:00:00Z,13.8,3018,4,2,2,695,1975,Hobsons Bay,Western Metropolitan,5301
Altona,4/5 Rose St,2,u,425000,S,hockingstuart,2016-09-10T00:00:00Z,13.8,3018,2,1,2,115,1980,Hobsons Bay,Western Metropolitan,5301
Altona,1/60 David St,3,u,605000,S,Jas,2016-12-10T00:00:00Z,13.8,3018,3,2,2,230,1982,Hobsons Bay,Western Metropolitan,5301
Altona,1A Merritt Ct,3,t,705000,S,hockingstuart,2017-02-11T00:00:00Z,13.8,3018,3,2,2,197,1982,Hobsons Bay,Western Metropolitan,5301
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,2017-02-11T00:00:00Z,13.8,3018,2,1,1,0,1965,Hobsons Bay,Western Metropolitan,5301
Altona,111/112 Pier St,2,u,440000,SP,hockingstuart,2017-02-11T00:00:00Z,13.8,3018,2,1,1,0,1988,Hobsons Bay,Western Metropolitan,5301
Altona,24 Wren St,4,h,845000,S,hockingstuart,2017-02-11T00:00:00Z,13.8,3018,4,1,2,745,1950,Hobsons Bay,Western Metropolitan,5301
Altona,54 Seves St,3,h,766000,S,Williams,2017-03-11T00:00:00Z,13.8,3018,3,1,2,473,1982,Hobsons Bay,Western Metropolitan,5301
Altona,1/152 Blyth St,3,t,743000,SP,Gunn&Co,2016-11-12T00:00:00Z,13.8,3018,3,2,2,211,1982,Hobsons Bay,Western Metropolitan,5301
Altona,2/6 Galvin St,3,t,650000,SP,Williams,2016-11-12T00:00:00Z,13.8,3018,3,1,2,473,1982,Hobsons Bay,Western Metropolitan,5301
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,2016-08-13T00:00:00Z,13.8,3018,3,2,1,69,2014,Hobsons Bay,Western Metropolitan,5301
Altona,10 Wilga Av,3,t,916500,S,hockingstuart,2016-08-13T00:00:00Z,13.8,3018,3,1,2,473,1982,Hobsons Bay,Western Metropolitan,5301
Altona,164 Maidstone St,3,h,635000,S,Sweeney,2016-05-14T00:00:00Z,13.8,3018,3,1,4,625,1960,Hobsons Bay,Western Metropolitan,5301
Altona,3/25 Rayner St,2,u,620000,SP,hockingstuart,2016-05-14T00:00:00Z,13.8,3018,2,1,1,168,1988,Hobsons Bay,Western Metropolitan,5301
Altona,3/46 Sargood St,2,u,447000,S,Burnham,2016-10-15T00:00:00Z,13.8,3018,2,1,1,137,1990,Hobsons Bay,Western Metropolitan,5301
Altona,1/57 Blyth St,3,u,730000,SP,Barlow,2016-04-16T00:00:00Z,13.8,3018,3,2,1,70,1982,Hobsons Bay,Western Metropolitan,5301
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,2016-04-16T00:00:00Z,13.8,3018,3,1,2,606,1950,Hobsons Bay,Western Metropolitan,5301
Altona,5/8 David St,2,u,580000,PI,Biggin,2016-07-16T00:00:00Z,13.8,3018,2,2,1,175,2013,Hobsons Bay,Western Metropolitan,5301
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,2016-09-17T00:00:00Z,13.8,3018,3,1,2,363,1982,Hobsons Bay,Western Metropolitan,5301
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,2017-03-18T00:00:00Z,13.8,3018,3,2,2,534,1965,Hobsons Bay,Western Metropolitan,5301
Altona,4 Boyd St,3,h,980000,S,Barlow,2016-11-19T00:00:00Z,13.8,3018,3,1,2,724,1982,Hobsons Bay,Western Metropolitan,5301
Altona,5a Emu Av,4,h,1000000,S,Barlow,2016-11-19T00:00:00Z,13.8,3018,4,2,3,625,1975,Hobsons Bay,Western Metropolitan,5301
Altona,12 Spear Ct,3,t,605100,S,hockingstuart,2016-05-22T00:00:00Z,13.8,3018,3,2,0,265,1982,Hobsons Bay,Western Metropolitan,5301
Altona,185 Queen St,3,h,880000,PI,Barlow,2016-08-22T00:00:00Z,13.8,3018,3,3,1,577,1982,Hobsons Bay,Western Metropolitan,5301
Altona,3/20 Mulga St,3,u,577000,S,Williams,2016-04-23T00:00:00Z,13.8,3018,3,2,1,205,2007,Hobsons Bay,Western Metropolitan,5301
Altona,95 Blyth St,4,h,1058286,SN,hockingstuart,2017-02-25T00:00:00Z,13.8,3018,4,2,3,504,1975,Hobsons Bay,Western Metropolitan,5301
Altona,51 Millers Rd,4,h,1030000,S,Barlow,2017-02-25T00:00:00Z,13.8,3018,4,1,0,797,1975,Hobsons Bay,Western Metropolitan,5301
Altona,2/119 Railway St N,3,u,605000,S,Barlow,2017-02-25T00:00:00Z,13.8,3018,3,1,2,181,1982,Hobsons Bay,Western Metropolitan,5301
Altona,12 Ransom Av,3,h,685000,S,Barlow,2017-02-25T00:00:00Z,13.8,3018,3,1,2,473,1982,Hobsons Bay,Western Metropolitan,5301
Altona,2/5 Rose St,2,u,587398,PI,Point,2017-02-25T00:00:00Z,13.8,3018,2,1,1,117,1980,Hobsons Bay,Western Metropolitan,5301
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,2016-06-27T00:00:00Z,13.8,3018,3,2,2,529,1982,Hobsons Bay,Western Metropolitan,5301
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,2016-11-27T00:00:00Z,13.8,3018,2,2,1,675,1950,Hobsons Bay,Western Metropolitan,5301
Altona,49 Bent St,3,h,1500000,S,Barlow,2016-05-28T00:00:00Z,13.8,3018,3,1,1,929,1982,Hobsons Bay,Western Metropolitan,5301
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,2016-05-28T00:00:00Z,13.8,3018,3,2,1,70,2014,Hobsons Bay,Western Metropolitan,5301
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,2016-05-28T00:00:00Z,13.8,3018,3,1,4,697,1982,Hobsons Bay,Western Metropolitan,5301
Altona,219 Civic Pde,3,h,740000,S,Greg,2016-08-28T00:00:00Z,13.8,3018,3,1,2,604,1982,Hobsons Bay,Western Metropolitan,5301
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,2016-08-28T00:00:00Z,13.8,3018,4,2,3,532,1970,Hobsons Bay,Western Metropolitan,5301
Altona,2/60 David St,2,h,535600,SP,Compton,2016-07-30T00:00:00Z,13.8,3018,2,1,1,154,1996,Hobsons Bay,Western Metropolitan,5301
Altona North,1 Beuron Rd,3,h,767212,SP,Williams,2016-09-03T00:00:00Z,11.1,3025,3,1,1,620,1950,Hobsons Bay,Western Metropolitan,5132
Altona North,45 Hearn St,5,h,1085000,S,FN,2016-09-03T00:00:00Z,11.1,3025,5,3,6,592,1965,Hobsons Bay,Western Metropolitan,5132
Altona North,4 Knapp St,3,h,781000,S,Jas,2016-09-03T00:00:00Z,11.1,3025,3,1,2,533,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,103 Sixth Av,4,h,857500,S,hockingstuart,2016-09-03T00:00:00Z,11.1,3025,4,2,4,562,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,80A Hansen St,4,h,960000,S,Sweeney,2017-03-04T00:00:00Z,11.1,3025,4,2,4,562,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,750000,SP,Jas,2017-03-04T00:00:00Z,11.1,3025,3,1,3,554,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,2017-03-04T00:00:00Z,11.1,3025,2,1,1,77,2009,Hobsons Bay,Western Metropolitan,5132
Altona North,153 Mills St,3,h,1405000,S,Sweeney,2017-03-04T00:00:00Z,11.1,3025,3,1,3,655,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,1/70 Misten Av,2,h,524875,S,hockingstuart,2017-03-04T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,33 Carthy St,3,h,683000,S,FN,2016-06-04T00:00:00Z,11.1,3025,3,1,2,534,1967,Hobsons Bay,Western Metropolitan,5132
Altona North,47 Ginifer Av,3,h,767212,SN,Barry,2016-06-04T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,16 Harris St,3,h,623000,S,Sweeney,2016-06-04T00:00:00Z,11.1,3025,3,1,3,540,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,1/5 Little St,3,h,720000,VB,Greg,2016-08-06T00:00:00Z,11.1,3025,3,2,1,0,2012,Hobsons Bay,Western Metropolitan,5132
Altona North,58a Clematis Av,4,t,780000,S,hockingstuart,2016-05-07T00:00:00Z,11.1,3025,4,2,4,562,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,1/77 Hansen St,3,u,720000,S,hockingstuart,2016-05-07T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,21 Joel Av,3,h,705000,SP,Village,2016-05-07T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,1/95 Mills St,3,h,588000,S,Williams,2016-05-07T00:00:00Z,11.1,3025,3,1,1,328,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,2/5 Stapley Cr,4,h,720000,VB,hockingstuart,2016-05-07T00:00:00Z,11.1,3025,4,2,4,562,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,5 Binns St,3,h,710000,PI,Village,2016-11-07T00:00:00Z,11.1,3025,3,1,3,540,1960,Hobsons Bay,Western Metropolitan,5132
Altona North,2/9 First Av,2,h,550000,SP,RT,2016-11-07T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,1/28 Irwin Av,3,u,640000,VB,hockingstuart,2016-11-07T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,3/49 Misten Av,3,h,537500,SP,hockingstuart,2016-11-07T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,29a The Broadway,4,t,877278,PN,Williams,2016-11-07T00:00:00Z,11.1,3025,4,2,4,562,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,25 Allan St,4,h,875000,SP,Jas,2016-10-08T00:00:00Z,11.1,3025,3,1,4,559,1965,Hobsons Bay,Western Metropolitan,5132
Altona North,9 Fourth Av,3,h,800000,S,Barlow,2016-10-08T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,11a Edward Av,3,t,713500,S,Greg,2016-09-10T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,45 Freemans Rd,4,h,877278,PN,hockingstuart,2016-12-10T00:00:00Z,11.1,3025,4,2,5,537,1960,Hobsons Bay,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,700000,VB,Jas,2016-12-10T00:00:00Z,11.1,3025,3,1,3,554,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,1B Paproth Gr,2,h,551000,SP,RT,2016-12-10T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,7 Seventh Av,3,h,685000,SP,Greg,2016-12-10T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,1/256 Mason St,2,t,640000,S,Williams,2017-03-11T00:00:00Z,11.1,3025,2,1,1,252,1965,Hobsons Bay,Western Metropolitan,5132
Altona North,21 Allan St,4,h,650000,SP,Williams,2016-06-12T00:00:00Z,11.1,3025,4,1,4,558,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,56a First Av,3,h,925000,SP,RT,2016-11-12T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,63a First Av,3,h,767212,PI,RT,2016-08-13T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,59 Misten Av,2,h,524875,PI,Greg,2016-08-13T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,85a First Av,3,t,670000,VB,Greg,2016-05-14T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,22 Joel Av,3,h,680000,SP,Hunter,2016-05-14T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,11 Mahon Av,3,h,765000,S,Greg,2016-05-14T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,2/36 May St,3,h,675000,S,hockingstuart,2016-05-14T00:00:00Z,11.1,3025,3,2,2,171,2012,Hobsons Bay,Western Metropolitan,5132
Altona North,11 Beevers St,3,h,708000,S,Greg,2016-10-15T00:00:00Z,11.1,3025,3,1,2,585,1960,Hobsons Bay,Western Metropolitan,5132
Altona North,2/10 Cleghorn Av,3,t,656000,SP,Gunn&Co,2016-10-15T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,2 Edward Av,4,h,883000,S,hockingstuart,2016-10-15T00:00:00Z,11.1,3025,4,2,4,562,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,2016-10-15T00:00:00Z,11.1,3025,4,1,4,851,1970,Hobsons Bay,Western Metropolitan,5132
Altona North,128 Second Av,3,h,870000,S,Hunter,2016-10-15T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,5/24 Valerian Av,3,h,681000,PI,Village,2016-10-15T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,2/31 Cooper Av,2,h,522500,SA,hockingstuart,2016-07-16T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,9 Begonia Av,5,h,972000,S,Sweeney,2016-09-17T00:00:00Z,11.1,3025,5,3,4,830,1965,Hobsons Bay,Western Metropolitan,5132
Altona North,1/36 Amaranth Av,3,t,590000,PI,RT,2016-06-18T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,3/36 Amaranth Av,2,h,450000,PI,RT,2016-06-18T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,61 Cooper Av,3,h,765000,S,Greg,2016-06-18T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,10 Freemans St,3,h,750000,VB,Greg,2016-06-18T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,16 Beevers St,3,h,680000,S,Sweeney,2016-11-19T00:00:00Z,11.1,3025,3,1,3,551,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,150A McIntosh Rd,2,t,510000,SP,Williams,2016-11-19T00:00:00Z,11.1,3025,2,1,1,269,1986,Hobsons Bay,Western Metropolitan,5132
Altona North,21 Neal Ct,3,h,770000,SP,hockingstuart,2016-11-19T00:00:00Z,11.1,3025,3,1,3,602,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,31 Duosa Rd,3,h,923000,S,Greg,2016-05-22T00:00:00Z,11.1,3025,3,1,2,740,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,252 Millers Rd,4,h,693000,SP,Raine&Horne,2016-05-22T00:00:00Z,11.1,3025,4,2,4,315,2008,Hobsons Bay,Western Metropolitan,5132
Altona North,1/156 Chambers Rd,3,h,620000,SP,Hunter,2016-08-22T00:00:00Z,11.1,3025,5,2,2,276,2010,Hobsons Bay,Western Metropolitan,5132
Altona North,19 Cleghorn Av,3,h,800000,S,Buxton,2016-08-22T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,2 Gadsden St,3,h,728500,S,Jas,2016-08-22T00:00:00Z,11.1,3025,3,1,1,531,1960,Hobsons Bay,Western Metropolitan,5132
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,2016-08-22T00:00:00Z,11.1,3025,3,2,1,590,1950,Hobsons Bay,Western Metropolitan,5132
Altona North,4 Prismall St,3,h,988000,S,Sweeney,2016-08-22T00:00:00Z,11.1,3025,3,1,4,715,2008,Hobsons Bay,Western Metropolitan,5132
Altona North,1/21 Freemans Rd,3,h,590000,SP,RT,2016-04-23T00:00:00Z,11.1,3025,3,1,2,530,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,122 McIntosh Rd,3,h,590000,S,Village,2016-04-23T00:00:00Z,11.1,3025,3,1,2,561,1972,Hobsons Bay,Western Metropolitan,5132
Altona North,35 May St,2,h,610000,S,RT,2016-09-24T00:00:00Z,11.1,3025,2,1,2,691,1986,Hobsons Bay,Western Metropolitan,5132
